BUS_STOP_N,BUS_ROOF_N,LOC_DESC,geometry,index_right,OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area
43499,B01,BLK 419,POINT (18379.64109784272 38298.74040195905),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43501,B02,OPP BLK 291E,POINT (19197.83469214104 36214.70841311477),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43509,B01,BLK 291E,POINT (19215.39509970788 36180.90640117973),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43511,B07,BT BATOK SWIM CPLX,POINT (18545.22849767096 36350.79900076985),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43519,B08,OPP BT BATOK SWIM CPLX,POINT (18551.71680267248 36378.25589774549),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43521,B07,BT BATOK DRIVING CTR,POINT (18741.30119820405 38846.41840108484),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43529,B08,OPP BT BATOK DRIVING CTR,POINT (18760.04840059485 38855.11849818192),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
43531,B04,BLK 140,POINT (18028.46230002865 37071.47259827331),173,174,6,BUKIT BATOK WEST,BKSZ06,N,BUKIT BATOK,BK,WEST REGION,WR,2CB400C307F6BCD9,2014-12-05,17865.8838,36623.2134,3414.79942773,526383.352815
43539,B03,OPP BLK 140,POINT (17990.17515192088 37060.66031438112),182,183,3,BRICKWORKS,BKSZ03,N,BUKIT BATOK,BK,WEST REGION,WR,56BA53C9A2E97051,2014-12-05,17861.6364,37527.3344,4392.36221458,1225673.64889
43541,B02,BLK 510,POINT (19282.22069727816 37219.34550265595),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43549,B01,REGENT HTS,POINT (19339.48439739365 37176.56090137921),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43561,B06,OPP BT GOMBAK STADIUM,POINT (19050.3134030439 37720.67689885013),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43569,B05,BT GOMBAK STADIUM,POINT (19076.51349765528 37715.95170004666),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43571,B03,OPP BT GOMBAK STN,POINT (18893.74160290137 37924.78189872764),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43579,B04,BT GOMBAK STN,POINT (18913.99339976627 37904.04810198583),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43581,B05,BLK 347,POINT (18881.16229856573 38291.51559861377),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43589,B06,OPP BLK 347,POINT (18898.99470318761 38269.73739839904),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
43591,B05,OPP BT VIEW SEC SCH,POINT (18956.41480144393 36326.47889841534),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43599,B06,BT VIEW SEC SCH,POINT (18949.0334019335 36359.7031006068),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43601,NIL,OPP BLK 532,POINT (18678.20889831986 37635.59840255976),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43609,B02,BLK 531,POINT (18711.21550022811 37622.99099883623),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43611,B06,BLK 290H,POINT (19648.75729880668 36253.94459707662),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43619,B05,BLK 289E,POINT (19694.23379763868 36232.35919813439),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43621,B04,OPP PARKVIEW APTS,POINT (19739.72510195151 35969.73129970394),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43629,B03,YUSOF ISHAK SEC SCH,POINT (19745.98100118991 36053.22760311887),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43631,B01,PPIS BT BATOK,POINT (20787.26369863003 36661.80859878473),210,211,1,ANAK BUKIT,BTSZ01,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,22AC7070AFD473BD,2014-12-05,21127.1918,35561.884,7637.80947893,2768353.55736
43639,B02,OPP PPIS BT BATOK,POINT (20793.14449711982 36697.2772997804),232,233,5,HILLVIEW,BKSZ05,N,BUKIT BATOK,BK,WEST REGION,WR,3111003F85F45513,2014-12-05,20276.6529,37526.4582,6673.93400425,1990788.39736
43641,B04,OPP HOMETEAMNS,POINT (18765.88137005828 38593.30366678163),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43649,B03,HOMETEAMNS,POINT (18797.81389812939 38611.46319791116),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43659,B01,ST ANTHONY'S PR SCH,POINT (18641.50383747648 38427.13222610392),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43669,B02,BLK 406,POINT (18294.70241861232 38615.20354519784),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43671,B08,OPP DUNEARN SEC SCH,POINT (17995.1157991644 38509.67920323089),251,252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014-12-05,16363.1893,38432.5474,12808.8765324,7370557.68173
43679,B07,BLK 402,POINT (18079.83600021154 38554.85990270972),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43681,B07,BT BATOK HME FOR THE AGED,POINT (18017.69929732662 38205.6094014328),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43691,B01,BLK 190,POINT (18296.87349728867 36347.53380178101),173,174,6,BUKIT BATOK WEST,BKSZ06,N,BUKIT BATOK,BK,WEST REGION,WR,2CB400C307F6BCD9,2014-12-05,17865.8838,36623.2134,3414.79942773,526383.352815
43699,B02,BLK 298,POINT (18308.09979994595 36312.82489977218),150,151,9,BUKIT BATOK SOUTH,BKSZ09,N,BUKIT BATOK,BK,WEST REGION,WR,D5DC9A5BC8BC1AC1,2014-12-05,19631.873,35910.9635,6998.80592435,1806553.07643
43701,B05,BLK 225,POINT (18950.3571028877 36724.23840131611),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43709,B06,BLK 644,POINT (18963.41630146001 36762.80140131526),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43719,B01,MINDEF CP,POINT (19928.45019880775 38971.84559793584),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
43721,B02,BLK 319,POINT (20141.54949775431 39198.42410109937),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
43731,B02,OPP BLK 217,POINT (19192.79519868549 36495.56330232695),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43739,B01,BLK 217,POINT (19240.80670187622 36510.48929825984),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43741,B04,BT VIEW SEC SCH,POINT (18930.7621003259 36515.30010217242),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43749,B03,OPP BT VIEW SEC SCH,POINT (18915.76139711961 36528.41060176492),174,175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014-12-05,18773.5578,36680.0524,3782.82695881,800298.564475
43751,B14,OPP BLK 443D,POINT (17230.53349946998 37556.12530171685),251,252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014-12-05,16363.1893,38432.5474,12808.8765324,7370557.68173
43759,B13,BLK 443D,POINT (17264.54699939582 37548.56479749084),182,183,3,BRICKWORKS,BKSZ03,N,BUKIT BATOK,BK,WEST REGION,WR,56BA53C9A2E97051,2014-12-05,17861.6364,37527.3344,4392.36221458,1225673.64889
43761,B16,OPP DULWICH COLL,POINT (17351.46519697271 36997.47009899095),251,252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014-12-05,16363.1893,38432.5474,12808.8765324,7370557.68173
43769,B15,DULWICH COLL/ BLK 445,POINT (17376.04169881158 37054.0415983852),182,183,3,BRICKWORKS,BKSZ03,N,BUKIT BATOK,BK,WEST REGION,WR,56BA53C9A2E97051,2014-12-05,17861.6364,37527.3344,4392.36221458,1225673.64889
43771,B10,OPP BLK 433B,POINT (17772.78050153051 38237.3139990475),251,252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014-12-05,16363.1893,38432.5474,12808.8765324,7370557.68173
43779,B09,BLK 433C,POINT (17801.5162011683 38214.10560140014),182,183,3,BRICKWORKS,BKSZ03,N,BUKIT BATOK,BK,WEST REGION,WR,56BA53C9A2E97051,2014-12-05,17861.6364,37527.3344,4392.36221458,1225673.64889
43781,B12,OPP BLK 437A,POINT (17472.53440127429 37892.56299717166),251,252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014-12-05,16363.1893,38432.5474,12808.8765324,7370557.68173
43789,B11,BLK 436A,POINT (17548.59890186042 37903.29120072722),182,183,3,BRICKWORKS,BKSZ03,N,BUKIT BATOK,BK,WEST REGION,WR,56BA53C9A2E97051,2014-12-05,17861.6364,37527.3344,4392.36221458,1225673.64889
43801,B01,REN CI /@ BT BATOK ST 52,POINT (18920.80819760356 37476.16140220128),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43809,B02,BLK 514,POINT (18934.11487144791 37389.85995878652),184,185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014-12-05,19151.8276,37505.9793,5564.33323058,1085080.08317
43811,B01,BEF SUMMERHILL,POINT (20393.69159852713 37826.80130168609),232,233,5,HILLVIEW,BKSZ05,N,BUKIT BATOK,BK,WEST REGION,WR,3111003F85F45513,2014-12-05,20276.6529,37526.4582,6673.93400425,1990788.39736
43819,B02,HILLVIEW GREEN,POINT (20404.89599990007 37810.06149920262),232,233,5,HILLVIEW,BKSZ05,N,BUKIT BATOK,BK,WEST REGION,WR,3111003F85F45513,2014-12-05,20276.6529,37526.4582,6673.93400425,1990788.39736
43821,B03,OPP SYMPHONY HTS,POINT (20685.68705987092 37648.3229629714),232,233,5,HILLVIEW,BKSZ05,N,BUKIT BATOK,BK,WEST REGION,WR,3111003F85F45513,2014-12-05,20276.6529,37526.4582,6673.93400425,1990788.39736
43829,B04,SYMPHONY HTS,POINT (20656.05357919354 37662.01774764061),232,233,5,HILLVIEW,BKSZ05,N,BUKIT BATOK,BK,WEST REGION,WR,3111003F85F45513,2014-12-05,20276.6529,37526.4582,6673.93400425,1990788.39736
43831,B02A,BLK 334,POINT (18483.51180042885 38574.92359803617),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43839,B01A,OPP BLK 336,POINT (18539.85989748314 38591.12250216119),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43841,B01,BLK 324,POINT (18444.0189991584 38224.94519919157),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
43859,NIL,OPP DAIRY FARM EST STH GATE,POINT (20795.18299975712 38582.83660204895),244,245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014-12-05,21181.12,38939.8375,4814.19537542,1235901.7517
43869,NIL,BEF DAIRY FARM EST NTH GATE,POINT (20791.52019806672 38551.9068003241),244,245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014-12-05,21181.12,38939.8375,4814.19537542,1235901.7517
43879,NIL,OPP HSE NO 42,POINT (20844.17439730279 38932.96180154756),244,245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014-12-05,21181.12,38939.8375,4814.19537542,1235901.7517
43889,NIL,Aft Chestnut Dr,POINT (21104.00409972016 39144.2573006805),244,245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014-12-05,21181.12,38939.8375,4814.19537542,1235901.7517
43891,B01,AFT DAIRY FARM CRES,POINT (20866.83546086401 38418.29878728092),244,245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014-12-05,21181.12,38939.8375,4814.19537542,1235901.7517
43899,B02,BEF BAIRY FARM CRES,POINT (20853.64595030993 38392.21081298776),187,188,7,NATURE RESERVE,BPSZ07,N,BUKIT PANJANG,BP,WEST REGION,WR,5E964070D9B0D244,2014-12-05,21822.6273,37285.2615,9051.90911918,4141322.4309
43961,UNK,AFT DAIRY FARM HTS,POINT (21294.94537816942 38543.97391485609),244,245,6,DAIRY FARM,BPSZ06,N,BUKIT PANJANG,BP,WEST REGION,WR,FE385B2E17662DDF,2014-12-05,21181.12,38939.8375,4814.19537542,1235901.7517
43969,UNK,BEF DAIRY FARM HTS,POINT (21245.66663022805 38512.27897413634),187,188,7,NATURE RESERVE,BPSZ07,N,BUKIT PANJANG,BP,WEST REGION,WR,5E964070D9B0D244,2014-12-05,21822.6273,37285.2615,9051.90911918,4141322.4309
43991,B03A,OPP BLK 635A,POINT (19437.56934567261 40917.80504510365),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44009,INT,CHOA CHU KANG INT,POINT (18032.1901983032 40809.69390270114),219,220,3,CHOA CHU KANG CENTRAL,CKSZ03,N,CHOA CHU KANG,CK,WEST REGION,WR,CCB9716DE31DDEF5,2014-12-05,18465.672,40772.9207,4202.49660819,1097298.79854
44011,B25,OPP THE LINEAR,POINT (20127.69952288084 39600.51444106922),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
44019,B22,THE LINEAR,POINT (20126.52960617095 39793.98003726453),205,206,5,JELEBU,BPSZ05,N,BUKIT PANJANG,BP,WEST REGION,WR,61A034F12715D43D,2014-12-05,20535.3901,39769.4445,3992.42603071,911208.285046
44021,B27,BT PANJANG STN EXIT B,POINT (20018.59005023353 40041.21129977703),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
44029,B24,BT PANJANG STN EXIT A/ LRT,POINT (20073.88544667419 40060.72733758017),205,206,5,JELEBU,BPSZ05,N,BUKIT PANJANG,BP,WEST REGION,WR,61A034F12715D43D,2014-12-05,20535.3901,39769.4445,3992.42603071,911208.285046
44031,B24,AFT BT PANJANG STN,POINT (20101.33892446291 39975.13037227839),205,206,5,JELEBU,BPSZ05,N,BUKIT PANJANG,BP,WEST REGION,WR,61A034F12715D43D,2014-12-05,20535.3901,39769.4445,3992.42603071,911208.285046
44041,B01,JUNCTION 10,POINT (19883.03337734472 40309.70000962913),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44049,B02,OPP JUNCTION 10,POINT (19948.96343152877 40323.6444214154),222,223,1,SENJA,BPSZ01,N,BUKIT PANJANG,BP,WEST REGION,WR,E8D08EFDCD0D5E22,2014-12-05,19897.9466,40895.3637,3836.25422873,624877.500116
44051,B03,OPP BLK 632 CP,POINT (19592.60663014837 40732.50477314368),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44059,B04,BLK 632 CP,POINT (19613.10669437516 40757.78500060923),222,223,1,SENJA,BPSZ01,N,BUKIT PANJANG,BP,WEST REGION,WR,E8D08EFDCD0D5E22,2014-12-05,19897.9466,40895.3637,3836.25422873,624877.500116
44061,B05,Bef Yew Tee Flyover,POINT (19325.32440515328 41100.87739934027),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44069,B06,AFT KJE SLIP RD,POINT (19518.42762024235 40870.67114446312),222,223,1,SENJA,BPSZ01,N,BUKIT PANJANG,BP,WEST REGION,WR,E8D08EFDCD0D5E22,2014-12-05,19897.9466,40895.3637,3836.25422873,624877.500116
44071,B06,BLK 464,POINT (17201.65439856518 39869.6951008141),214,215,4,PENG SIANG,CKSZ04,N,CHOA CHU KANG,CK,WEST REGION,WR,38D2C20DFB2C1BB6,2014-12-05,17462.292,40146.4113,4555.05795281,862737.090793
44079,B05,OPP BLK 464,POINT (17201.23430051096 39837.06690002978),214,215,4,PENG SIANG,CKSZ04,N,CHOA CHU KANG,CK,WEST REGION,WR,38D2C20DFB2C1BB6,2014-12-05,17462.292,40146.4113,4555.05795281,862737.090793
44081,B04,BLK 296A,POINT (17710.18069671281 39859.80810328014),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44089,B03,OPP BLK 296A,POINT (17631.96089984011 39876.86029939912),214,215,4,PENG SIANG,CKSZ04,N,CHOA CHU KANG,CK,WEST REGION,WR,38D2C20DFB2C1BB6,2014-12-05,17462.292,40146.4113,4555.05795281,862737.090793
44091,B06,BEF CHOA CHU KANG MKT,POINT (18063.9535029782 39826.15140022896),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44099,B05,OPP CHOA CHU KANG MKT,POINT (17960.51029788423 39799.95419674553),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44101,B06,AFT HONG SAN TERR,POINT (18383.01169758663 39907.14190099575),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44109,B07,OPP HONG SAN TERR,POINT (18456.836062463 39905.08363571577),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44111,B09,OPP BLK 203,POINT (18698.22459960356 40318.58760099299),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44119,B10,BLK 204,POINT (18655.9510018928 40282.81020277925),219,220,3,CHOA CHU KANG CENTRAL,CKSZ03,N,CHOA CHU KANG,CK,WEST REGION,WR,CCB9716DE31DDEF5,2014-12-05,18465.672,40772.9207,4202.49660819,1097298.79854
44121,B02,BLK 113,POINT (18839.11979966983 39963.04970170557),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44129,B01,OPP BLK 113,POINT (18817.58201192785 39936.84598988295),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44131,B04,BLK 26,POINT (19330.46339829545 39901.98290098459),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44139,B03,OPP BLK 26,POINT (19320.20869945269 39865.80170196481),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
44141,B02,PHOENIX STN,POINT (19599.67700237688 40043.63290327042),218,219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014-12-05,19269.9942,40394.105,4531.98145589,1001591.78599
44149,B01,OPP PHOENIX STN,POINT (19585.50970310718 39994.33859736472),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
44151,B02,OPP BT BATOK FIRE STN,POINT (18978.38740030862 39553.80199823715),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44159,B01,BT BATOK FIRE STN,POINT (19014.17209895048 39549.02930044569),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
44161,B04,AFT BT BATOK WEST AVE 5,POINT (18715.04291799199 39184.37330504507),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44169,B03,BEF BT BATOK WEST AVE 5,POINT (18740.86100747064 39155.36100763083),254,255,1,GOMBAK,BKSZ01,N,BUKIT BATOK,BK,WEST REGION,WR,1DCF02A5C4038697,2014-12-05,19560.7028,39034.544,7921.55721089,2459098.26541
44171,B06,BEF BT BATOK WEST AVE 5,POINT (18408.54000099283 38898.07300933264),251,252,1,TENGAH,THSZ01,N,TENGAH,TH,WEST REGION,WR,7E6091D123C993EB,2014-12-05,16363.1893,38432.5474,12808.8765324,7370557.68173
44179,B05,AFT BT BATOK WEST AVE 5,POINT (18428.13598706666 38866.51599125937),236,237,2,HONG KAH NORTH,BKSZ02,N,BUKIT BATOK,BK,WEST REGION,WR,7688003183213EBF,2014-12-05,18505.4653,38307.4684,3842.99403042,859179.180076
44181,B02,BLK 802B,POINT (17939.84464727342 39606.68268896639),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
44189,B01,BLK 803,POINT (17923.10971614439 39592.79204027914),206,207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014-12-05,18333.674,39720.6197,4680.78329119,1143813.67458
